YEAR,MONTH_NAME,BEGIN_DAY,BEGIN_DATE_TIME,TIME_OF_DAY,DAMAGE_PROPERTY,EVENT_TYPE,STATE,TOR_F_SCALE,BEGIN_LOCATION,BEGIN_LAT,BEGIN_LON,EVENT_NARRATIVE
2024,February,28,2024-02-28 14:03:00,14:03:00,1000,Thunderstorm Wind,GEORGIA,,CEDARTOWN,33.9826,-85.2485,Two trees reported down along Old Mill Rd .
2024,February,23,2024-02-23 17:24:00,17:24:00,100,Hail,SOUTH CAROLINA,,LEXINGTON,33.9815,-81.2362,Multiple reports from the public of pea size hail in Lexington were received.
2024,February,23,2024-02-23 17:09:00,17:09:00,100,Hail,SOUTH CAROLINA,,CAPITOL VIEW,33.98,-80.94,Public reported half inch hail about 3 miles E of Owens Field.
2024,February,23,2024-02-23 17:02:00,17:02:00,100,Hail,SOUTH CAROLINA,,KATHWOOD,33.9789,-81.0688,Public report of pea size hail on 12th St in West Columbia.
2024,February,23,2024-02-23 17:14:00,17:14:00,100,Hail,SOUTH CAROLINA,,CAPITOL VIEW,33.9741,-80.8988,Public reported pea size hail on Oxford Commons Way.
2024,February,23,2024-02-23 17:01:00,17:01:00,100,Hail,SOUTH CAROLINA,,ARTHURTOWN,33.9732,-81.0216,Public report of pea size hail at Bluff Rd and George Rogers Blvd in Columbia.
2024,February,28,2024-02-28 15:25:00,15:25:00,1000,Thunderstorm Wind,GEORGIA,,BERKELEY LAKE,33.9722,-84.0504,Tree down on powerlines near the intersection of Duluth HWY and Sever Rd.
2024,February,28,2024-02-28 14:02:00,14:02:00,1000,Thunderstorm Wind,GEORGIA,,WALTHRALL,33.9722,-85.27,Trees down along Judkin Mill Road .
2024,February,28,2024-02-28 15:20:00,15:20:00,1000,Thunderstorm Wind,GEORGIA,,PITTMAN,33.9524,-84.1684,Tree reported down on a house on Millerbrook Dr NW.
2024,February,23,2024-02-23 17:38:00,17:38:00,100,Hail,SOUTH CAROLINA,,(CAE)COLUMBIA METRO,33.9433,-81.1222,Pea size hail observed at the National Weather Service office at the Columbia Metropolitan Airport.
2024,February,28,2024-02-28 18:37:00,18:37:00,100,Thunderstorm Wind,SOUTH CAROLINA,,(CAE)COLUMBIA METRO,33.9412,-81.1195,ASOS unit at Columbia Metropolitan Airport measured a peak wind gust of 49 knots or 56 mph.
2024,February,28,2024-02-28 15:13:00,15:13:00,1000,Thunderstorm Wind,GEORGIA,,MECHANICSVILLE,33.9384,-84.2478,Tree down near the intersection of Jones Mill Rd and Bay Cir.
2024,February,23,2024-02-23 17:00:00,17:00:00,100,Hail,SOUTH CAROLINA,,(CAE)COLUMBIA METRO,33.9358,-81.1556,A retired NWS meteorologist reported dime size hail in Three Fountains.
2024,February,28,2024-02-28 15:13:00,15:13:00,1000,Thunderstorm Wind,GEORGIA,,MECHANICSVILLE,33.9344,-84.2445,Tree reported down near the intersection of Governors Lake Pkwy NW and Jones Mill Rd NW.
2024,February,28,2024-02-28 14:31:00,14:31:00,1000,Thunderstorm Wind,GEORGIA,,DALLAS,33.9317,-84.828,Fallen tree near the intersection of Croker Rd and E Memorial Dr.
2024,January,22,2024-01-22 17:00:00,17:00:00,1000,Lightning,CALIFORNIA,,BANNING,33.93,-116.88,Lightning struck a palm tree and started a small fire in Banning.
2024,February,23,2024-02-23 17:37:00,17:37:00,100,Hail,SOUTH CAROLINA,,RED BANK,33.93,-81.19,An mPING report of half inch hail about 2 miles east of Red Bank was received.
2024,February,23,2024-02-23 17:44:00,17:44:00,100,Hail,SOUTH CAROLINA,,RED BANK,33.92,-81.21,An mPING report of half inch hail about 1 mile east of Red Bank was received.
2024,February,28,2024-02-28 16:30:00,16:30:00,1000,Thunderstorm Wind,GEORGIA,,ARNOLDSVILLE,33.8915,-83.1944,Tree down near the intersection of Wolfskin Rd and Athens Rd.
2024,February,28,2024-02-28 15:19:00,15:19:00,1000,Thunderstorm Wind,GEORGIA,,LILBURN,33.8873,-84.1861,Tree down at the intersection of Oneta Dr and Williams Rd.
2024,February,28,2024-02-28 15:20:00,15:20:00,1000,Thunderstorm Wind,GEORGIA,,LILBURN,33.8826,-84.1876,Tree and wires reported down in the Road on Rolling Way NW.
2024,January,12,2024-01-12 08:09:00,08:09:00,2000,Thunderstorm Wind,MISSISSIPPI,,HARDY,33.88,-89.82,A few trees were blown down north of Grenada.
2024,February,28,2024-02-28 15:22:00,15:22:00,1000,Thunderstorm Wind,GEORGIA,,LILBURN,33.88,-84.14,Tree reported down near the intersection of Stoneview Dr SW and Bailey Dr SW.
2024,January,9,2024-01-09 10:30:00,10:30:00,1000,Thunderstorm Wind,GEORGIA,,LEXINGTON,33.8668,-83.1066,Tree down into powerlines along Elberton Road north of HWY 78.
2024,February,28,2024-02-28 16:15:00,16:15:00,1000,Thunderstorm Wind,GEORGIA,,WATKINSVILLE,33.8594,-83.3857,Tree down on Norton Rd between Barnett Shoals Rd and Williamsburg Pl.
2024,February,28,2024-02-28 16:44:00,16:44:00,1000,Thunderstorm Wind,GEORGIA,,HOGAN,33.85,-83.03,Tree down near the intersection of Stevens Grove Church Rd and Palmer Rd.
2024,February,28,2024-02-28 15:50:00,15:50:00,1000,Thunderstorm Wind,GEORGIA,,SPLIT SILK,33.83,-83.83,"Tree down, blocking one lane of traffic on Hwy 78 near the intersection of Cown Rd."
2024,February,28,2024-02-28 15:33:00,15:33:00,1000,Thunderstorm Wind,GEORGIA,,TRICKEM,33.8281,-84.0698,Tree reported down on a home on White Cir SW.
2024,January,9,2024-01-09 08:40:00,08:40:00,1000,Thunderstorm Wind,GEORGIA,,BELT JCT,33.82,-84.34,Powerlines downed along Citadel Dr near Briarcliff Road.
2024,January,9,2024-01-09 09:08:00,09:08:00,1000,Thunderstorm Wind,GEORGIA,,LOGANVILLE,33.8109,-83.914,Tree down on powerline causing fire near intersection of Oakland Ln and N Sharon Church Rd.
2024,February,28,2024-02-28 15:41:00,15:41:00,1000,Thunderstorm Wind,GEORGIA,,CENTERVILLE,33.81,-84.01,Power lines damaged at the intersection of Xavier Ray Ct SW and Lenna Dr SW.
2024,January,9,2024-01-09 08:20:00,08:20:00,1000,Thunderstorm Wind,GEORGIA,,LITHIA SPGS,33.7921,-84.672,A tree was downed onto power lines in the 6000 block of N Beulah Rd.
2024,February,28,2024-02-28 15:46:00,15:46:00,1000,Thunderstorm Wind,GEORGIA,,LOGANVILLE,33.7919,-83.9373,Tree down at the intersection of Center Hill Church Rd and Mccullers Rd.
2024,January,12,2024-01-12 05:59:00,05:59:00,1000,Thunderstorm Wind,MISSISSIPPI,,BEULAH,33.79,-90.98,A thunderstorm knocked down a tree along Highway 1 in Beulah.
2024,January,9,2024-01-09 08:40:00,08:40:00,1000,Thunderstorm Wind,GEORGIA,,VISTA GROVE,33.7816,-84.3378,Tree downed along Oxford Road NE near The By Way NE.
2024,February,28,2024-02-28 15:33:00,15:33:00,1000,Thunderstorm Wind,GEORGIA,,PENDLEY HILLS,33.78,-84.24,Powerlines down near the intersection of I285 and Memorial Dr.
2024,February,12,2024-02-12 21:15:00,21:15:00,2000,Thunderstorm Wind,GEORGIA,,MONROE,33.7757,-83.776,At least one tree and two power poles were downed near the intersection of Davan Lane  and H.D. Atha Rd.
2024,January,12,2024-01-12 08:11:00,08:11:00,5000,Thunderstorm Wind,MISSISSIPPI,,GRENADA,33.77,-89.81,Several trees were blown down in Grenada.
2024,January,12,2024-01-12 06:57:00,06:57:00,1000,Thunderstorm Wind,MISSISSIPPI,,CLEVELAND MUNI ARPT,33.76,-90.76,A tree was blown down across a road in Cleveland.
2024,January,9,2024-01-09 08:46:00,08:46:00,1000,Thunderstorm Wind,GEORGIA,,GLEN HAVEN,33.753,-84.2278,A tree was downed on E Hilda Circle.
2024,February,28,2024-02-28 16:22:00,16:22:00,1000,Thunderstorm Wind,GEORGIA,,GOOD HOPE,33.74,-83.61,Tree down along Nunnally Shoals Rd near Old Monroe Madison Hwy.
2024,January,12,2024-01-12 07:24:00,07:24:00,2000,Thunderstorm Wind,MISSISSIPPI,,PARSONS,33.72,-90.04,Several trees blown down near Leflore.
2024,January,9,2024-01-09 08:12:00,08:12:00,1000,Thunderstorm Wind,GEORGIA,,DOUGLASVILLE,33.7129,-84.7532,A tree was downed in the 9000 block of Parkway South.
2024,January,9,2024-01-09 08:45:00,08:45:00,2000,Thunderstorm Wind,GEORGIA,,PANTHERSVILLE,33.7117,-84.2523,A tree and power lines were downed on Columbia Drive at Rainbow Drive.
2024,January,9,2024-01-09 08:45:00,08:45:00,1000,Thunderstorm Wind,GEORGIA,,PANTHERSVILLE,33.7048,-84.2523,A tree was downed on Columbia Dr at Tralyn Ct.
2024,January,9,2024-01-09 08:15:00,08:15:00,1000,Thunderstorm Wind,GEORGIA,,CHAPEL HILL,33.69,-84.74,A tree was downed in the 4000 block of Coursey Lake Road.
2024,January,9,2024-01-09 08:41:00,08:41:00,1000,Thunderstorm Wind,GEORGIA,,PANTHERSVILLE,33.69,-84.28,Tree downed across Clifton Springs Road .
2024,January,9,2024-01-09 08:40:00,08:40:00,1000,Thunderstorm Wind,GEORGIA,,PANTHERSVILLE,33.6862,-84.2895,A tree was downed on Wildcat Rd .
2024,February,28,2024-02-28 18:35:00,18:35:00,100,Thunderstorm Wind,SOUTH CAROLINA,,AIKEN AFS,33.649,-81.6838,AWOS unit at Aiken Municipal Airport measured a peak wind gust of 46 mph.
2024,February,12,2024-02-12 15:58:00,15:58:00,500,Thunderstorm Wind,ALABAMA,,WATTSVILLE,33.6359,-86.3195,"Several trees were uprooted into roadways in Pell City and to the northwest of town, including along Mount Moriah Rd, Trent Ln, Eden Acres, Cogswell Ave, Avondale Dr, and Dickey Dr."
2024,January,12,2024-01-12 09:23:00,09:23:00,1000,Thunderstorm Wind,MISSISSIPPI,,WEST PT,33.626,-88.656,A tree was blown down on Kennedy Drive in West Point.
2024,January,9,2024-01-09 08:00:00,08:00:00,1000,Thunderstorm Wind,GEORGIA,,FAIRPLAY,33.6144,-84.8862,A tree was downed on highway 166 at Tyree rd.
2024,January,12,2024-01-12 09:33:00,09:33:00,2000,Thunderstorm Wind,MISSISSIPPI,,WAVERLY STATION,33.603,-88.517,Several trees were blown down across Town Creek Road.
2024,January,12,2024-01-12 09:40:00,09:40:00,1000,Thunderstorm Wind,MISSISSIPPI,,WELLS,33.6,-88.39,A tree was blown down on Ridge Road.
2024,January,22,2024-01-22 13:44:00,13:44:00,500,Flood,CALIFORNIA,,SALTON CITY,33.5804,-115.9994,Box Canyon Road closed between Interstate 10 and the All-American Canal due to flooding causing light mud and debris flow. No damages were reported.
2024,January,12,2024-01-12 07:59:00,07:59:00,50000,Thunderstorm Wind,MISSISSIPPI,,CRENFREE,33.58,-90.12,Winds from a line of severe thunderstorms caused damage to several roofs and a shed north of Greenwood near MS Highway 7.
2024,January,9,2024-01-09 17:50:00,17:50:00,3000,Thunderstorm Wind,SOUTH CAROLINA,,KELLEHAN XRDS,33.56,-79.6,Large tree down on property along Birch Creek Rd. located approximately a half mile from intersection with NC-527/Thurgood Marshall Highway.
2024,January,12,2024-01-12 08:13:00,08:13:00,10000,Thunderstorm Wind,MISSISSIPPI,,LODI,33.54,-89.55,A few trees and power lines blown down north of Kilmichael.
2024,February,28,2024-02-28 17:50:00,17:50:00,100,Thunderstorm Wind,GEORGIA,,THMSON MCDUFFEE ARPT,33.53,-82.52,AWOS unit at Thomson McDuffie Co Airport measured a peak wind gust of 49 mph.
2024,January,12,2024-01-12 08:54:00,08:54:00,1000,Thunderstorm Wind,MISSISSIPPI,,MABEN,33.51,-89.09,Two trees were blown down on County Line Road.
2024,January,9,2024-01-09 08:43:00,08:43:00,1000,Thunderstorm Wind,GEORGIA,,JONESBORO ARPT,33.509,-84.3679,Tree fell onto a vehicle along hwy 54 near Jenni Lane.
2024,January,12,2024-01-12 07:59:00,07:59:00,10000,Thunderstorm Wind,MISSISSIPPI,,WINONA,33.49,-89.73,Trees and power lines were blown down in Winona.
2024,February,12,2024-02-12 15:19:00,15:19:00,500,Thunderstorm Wind,ALABAMA,,HOMEWOOD,33.4808,-86.7518,"Several trees were uprooted into roadways in Jefferson County, especially in the Mountain Brook area, where Overton Rd, Cherokee Rd, and Old Leeds Rd were blocked. ASOS station KBHM measured a gust of 40 mph at 3:29 PM CST."
2024,January,12,2024-01-12 06:20:00,06:20:00,1000,Thunderstorm Wind,ARKANSAS,,NORCROSS,33.47,-91.34,Power lines were blown down.
2024,January,12,2024-01-12 07:27:00,07:27:00,5000,Thunderstorm Wind,MISSISSIPPI,,INDIANOLA,33.45,-90.65,Several trees and powerlines were blown down on Main Street in Indianola.
2024,February,28,2024-02-28 15:55:00,15:55:00,1000,Thunderstorm Wind,GEORGIA,,MC COLLUM,33.4434,-84.6939,Report of a tree downed along I85 near the Sharpsburg-Mccollum Rd exit.
2024,January,12,2024-01-12 08:13:00,08:13:00,10000,Thunderstorm Wind,MISSISSIPPI,,KILMICHAEL,33.44,-89.57,A couple of trees and power lines were blown down in Kilmichael.
2024,January,9,2024-01-09 05:00:00,05:00:00,1000,Thunderstorm Wind,GEORGIA,,ROOSTERVILLE,33.39,-85.17,One tree down at the intersection of Welcome Rd and Roosterville Rd.
2024,January,24,2024-01-24 05:45:00,05:45:00,2000,Flood,MISSISSIPPI,,GREENVILLE,33.38,-91.07,Some street flooding occurred in parts of Greenville.
2024,January,9,2024-01-09 18:00:00,18:00:00,10000,Thunderstorm Wind,SOUTH CAROLINA,,GEORGETOWN,33.38,-79.3,Significant roof damage to mobile home on Lafayette Street near intersection with Church Street with half of roof torn off.
2024,January,12,2024-01-12 07:32:00,07:32:00,2000,Thunderstorm Wind,MISSISSIPPI,,INVERNESS,33.35,-90.59,Tree limbs were blown down onto power lines in Inverness.
2024,February,28,2024-02-28 16:20:00,16:20:00,1000,Thunderstorm Wind,GEORGIA,,WOOLSEY RUST ARPT,33.3461,-84.409,Tree down across Hwy 92 at Peeples Road. All lanes blocked.
2024,January,12,2024-01-12 08:52:00,08:52:00,15000,Thunderstorm Wind,MISSISSIPPI,,CHESTER,33.34,-89.21,"Several trees were blown down near Ackerman, and tin was blown off a house near Chester."
2024,January,9,2024-01-09 14:46:00,14:46:00,1800000,Tornado,SOUTH CAROLINA,EF2,BAMBERG,33.2729,-81.0435,"A National Weather storm survey team confirmed an EF2 tornado, with peak winds of|125 mph, in Bamberg SC. The tornado began 1.75 miles south of the City of Bamberg|along US Hwy 601, near Cry Baby Road.||Moving north, the tornado then proceeded to flip a mobile home and cause substantial|EF2 damage to a barrel plant at the intersection of US Hwy 601 and US Hwy 301. Door|and window failure contributed to the collapse of the middle section of the building|and partial collapse of the front section. The collapsed portions of the building were|tossed across Chevrolet St into a water tower.||The tornado continued north-northeast along US-301 causing widespread EF1 roof and|tree damage before moving into downtown Bamberg.||As the tornado entered downtown Bamberg, it strengthened to EF2 intensity and|caused substantial structural damage to a series of 2-3 story historic buildings just|south of the intersection of US Hwy 78 and US Hwy 301. The newer roof section of a|building on the west side of US Hwy 301 was thrown completely off onto the adjacent|structure. There was a complete collapse of the upper stories of two buildings on the|east side of US Hwy 301 with the corner torn off another. Preexisting missing portions|of the roof and gaps in the exterior wall of the former City Hall likely contributed to its|collapse due to wind intrusion. ||The tornado then moved north and quickly weakened as it crossed US Hwy 78 before|dissipating 0.4 miles north of downtown Bamberg along US Hwy 301.||The National Weather Service would like to thank wind engineers from the Insurance|Institute for Business and Home Safety for their expertise assisting with surveying|some of the structural damage."
2024,February,11,2024-02-11 12:44:00,12:44:00,50000,Hail,MISSISSIPPI,,MANHATTAN,33.27,-90.88,Hail up to the size of quarters fell.
2024,January,12,2024-01-12 06:05:00,06:05:00,1000,Thunderstorm Wind,ARKANSAS,,SNYDER,33.25,-91.62,Thunderstorm winds knocked down a tree across Old Portland Road.
2024,January,12,2024-01-12 08:31:00,08:31:00,1000,Thunderstorm Wind,MISSISSIPPI,,ETHEL,33.23,-89.53,A tree was blown down on MS Highway 43.
2024,January,12,2024-01-12 07:33:00,07:33:00,25000,Thunderstorm Wind,MISSISSIPPI,,ISOLA,33.22,-90.66,Winds from a line of severe thunderstorms caused significant damage to a fish farm structure.
2024,January,12,2024-01-12 06:35:00,06:35:00,5000,Thunderstorm Wind,ARKANSAS,,EMPIRE,33.21,-91.43,Thunderstorms blew several trees down.
2024,February,12,2024-02-12 06:00:00,06:00:00,10000,Flash Flood,GEORGIA,,O NEALS XRDS,33.2085,-85.2073,"The Emergency Manager reported Lipham Road flooded at two points, including at Brush Creek where a small bridge along the gravel road was washed out due to the high flow. Radar estimates indicate 4 to 5 inches of rain quickly fell over the area, resulting in the flash flooding."
2024,January,12,2024-01-12 07:56:00,07:56:00,5000,Thunderstorm Wind,MISSISSIPPI,,TCHULA,33.18,-90.22,Several trees were blown down around Tchula.
2024,January,9,2024-01-09 10:20:00,10:20:00,1000,Thunderstorm Wind,GEORGIA,,SINCLAIR LAKE,33.1639,-83.3288,Tree down near the intersection of Collins Rd and Little Rd nw of Milledgeville.
2024,January,8,2024-01-08 16:09:00,16:09:00,30000,Hail,MISSISSIPPI,,LONGWOOD,33.14,-91.066,Hail of quarter size or larger fell near Chatham and caused small dents to a car driving along MS Highway 1.
2024,January,12,2024-01-12 07:41:00,07:41:00,5000,Thunderstorm Wind,MISSISSIPPI,,LEXINGTON,33.12,-90.05,Several trees were blown down around Lexington.
2024,January,9,2024-01-09 10:47:00,10:47:00,1000,Thunderstorm Wind,GEORGIA,,MILLEDGEVILLE,33.1028,-83.2453,Tree blocking portions of Pine Valley Rd.
2024,January,9,2024-01-09 10:55:00,10:55:00,1000,Thunderstorm Wind,GEORGIA,,CARLING,33.06,-83.22,Tree blocking portions of Coombs Ave SE.
2024,January,9,2024-01-09 11:05:00,11:05:00,1000,Thunderstorm Wind,GEORGIA,,ALLON MILL,33.0533,-83.124,Tree down near the intersection of Deepstep Rd and HWY 24 east of Milledgeville.
2024,January,9,2024-01-09 12:53:00,12:53:00,1000,Thunderstorm Wind,GEORGIA,,LOUISVILLE,33.0121,-82.3919,Tree downed on a house along Foley St in Louisville.
2024,January,9,2024-01-09 11:00:00,11:00:00,1000,Thunderstorm Wind,GEORGIA,,HADDOCK,32.9965,-83.393,Tree down at the intersection of SR 49 and County Line Road.
2024,January,12,2024-01-12 07:20:00,07:20:00,5000,Thunderstorm Wind,MISSISSIPPI,,EDEN,32.98,-90.32,Several trees and powerlines were blown down in Eden.
2024,January,9,2024-01-09 13:55:00,13:55:00,1000,Thunderstorm Wind,GEORGIA,,MEARS,32.98,-81.62,Screven County dispatch reported a tree down at 1437 Stony Bluff Road.
2024,January,8,2024-01-08 22:05:00,22:05:00,15000,Thunderstorm Wind,MISSISSIPPI,,RENSHAW,32.938,-90.365,Two utility poles along Renshaw Road were broken.
2024,February,11,2024-02-11 11:19:00,11:19:00,20000,Hail,LOUISIANA,,NAFF,32.93,-91.9,Hail up to the size of quarters fell.
2024,January,9,2024-01-09 06:30:00,06:30:00,1000,Thunderstorm Wind,GEORGIA,,SMITHS MILL,32.91,-84.97,A tree was downed in the 1900 block of Salem Road.
2024,January,12,2024-01-12 07:18:00,07:18:00,15000,Thunderstorm Wind,MISSISSIPPI,,MAYERSVILLE,32.9,-91.05,"A roof was damaged, and several trees were blown down in Mayersville."
2024,January,23,2024-01-23 13:20:00,13:20:00,500,Flood,ARIZONA,,STANFIELD,32.8772,-112.0858,West Sotol Road from South Quicksilver Road to South Amarillo Valley Road was closed due to running washes. No injuries were reported.
2024,January,23,2024-01-23 07:00:00,07:00:00,500,Flood,ARIZONA,,STANFIELD,32.874,-112.088,West Agate Road wad closed from South Olivine Road to South Amarillo Valley Road due to running washes with the road washed out at the intersection with South Amarillo Valley Road. No injuries were reported.
2024,January,12,2024-01-12 08:44:00,08:44:00,1000,Thunderstorm Wind,MISSISSIPPI,,THOMASTOWN,32.868,-89.665,A tree was blown down across MS Highway 43 near Beamon Road.
2024,January,8,2024-01-08 16:01:00,16:01:00,200000,Hail,MISSISSIPPI,,YAZOO CITY,32.85,-90.41,Hail up to the size of half dollars fell in Yazoo City.
2024,February,12,2024-02-12 09:00:00,09:00:00,15000,Flood,GEORGIA,,PLEASANT HILL,32.84,-84.43,"The Emergency Manager reported floodwaters from the Flint River entered a few low-lying homes. The river rose to Minor Flood Stage on February 12, and the USGS river gage at the Highway 36 bridge (NWS: TMSG1 / USGS 02346180) observed a river crest on February 13 at 12.9 feet, just 0.1 feet below Moderate Flood Stage. Flooding ended on February 14. Radar estimates indicate 4 to 5 inches of rain quickly fell over the area, resulting in the flooding of the Flint River and nearby tributaries."
2024,January,12,2024-01-12 07:45:00,07:45:00,10000,Thunderstorm Wind,MISSISSIPPI,,CAMPBELLSVILLE,32.82,-90.71,Multiple trees and power lines were blown down in and around Holly Bluff.
2024,January,12,2024-01-12 07:30:00,07:30:00,2000,Thunderstorm Wind,MISSISSIPPI,,CARY,32.81,-90.92,A wooden fence was blown down in Cary.
2024,January,12,2024-01-12 09:28:00,09:28:00,10000,Thunderstorm Wind,MISSISSIPPI,,HOPE,32.77,-89.27,High winds from a line of severe thunderstorms broke a power pole and blew tin off a shed.
2024,January,22,2024-01-22 11:20:00,11:20:00,1000,Thunderstorm Wind,CALIFORNIA,,HILLCREST,32.75,-117.16,Two trees were down on the road at SR-163 South and the Washington Street offramp.
2024,January,22,2024-01-22 20:30:00,20:30:00,500,Flood,ARIZONA,,BLAISDELL,32.6981,-114.4479,Union Pacific railroad crossing was closed on Fortuna Rd between Highway 95 and 24th St due to flooding and erosion. No damages or injuries were reported.
2024,January,9,2024-01-09 10:25:00,10:25:00,1000,Thunderstorm Wind,GEORGIA,,HORNS,32.6805,-83.9042,Tree downed on hwy 42 near Richardson Mill Road.
2024,January,12,2024-01-12 08:20:00,08:20:00,30000,Thunderstorm Wind,MISSISSIPPI,,DOVER,32.68,-90.29,"Tin was blown off of a mobile home roof along MS Highway 433, and a tree was blown down and fell through a home on Scotland Road."
2024,January,12,2024-01-12 07:25:00,07:25:00,20000,Thunderstorm Wind,LOUISIANA,,TRANSYLVANIA,32.68,-91.18,Multiple power poles and power lines were blown down along US Highway 65.
2024,January,9,2024-01-09 08:55:00,08:55:00,1000,Thunderstorm Wind,GEORGIA,,TALBOTTON,32.68,-84.55,Tree downed along Dennis Creek Road at Monroe St.
2024,February,12,2024-02-12 08:00:00,08:00:00,10000,Flash Flood,GEORGIA,,BAUGHVILLE,32.6744,-84.6125,"The Emergency Manager reported multiple roads closed due to flash flooding including: James Posey Road, Ellison Pound Road, Howard Road, and Carlisle Road. Ellison Road remained closed after the floodwaters receded due to a drainage pipe failure. Radar estimates indicate 3 to 4 inches of rain quickly fell over the area, resulting in the flash flooding."
2024,January,22,2024-01-22 12:30:00,12:30:00,4000000,Flood,CALIFORNIA,,CALEXICO INTL ARPT,32.6684,-115.5071,"The New River USGS Gauge at the International Border in Calexico reported water levels peaking to 15.6 feet, which is just above minor flood stage. The rise to minor flood stage was generally gradual as water levels rose at a rate of 1 feet per hour according to the gauge data. The rising water levels caused damage to an improvement project being performed at the New River in Calexico with water overtopping the sheet piles. About 10 feet of standing water was estimated inside the sheet piles. This water overtopping caused a generator controlling the dewatering to flood and shutdown. The city of Calexico declared an emergency due to the damages that the high water levels caused to the project. According to an interview performed with a city councilmember  approximately two weeks after the incident, the damage cost estimate was at around 4 million dollars. No injuries were reported."
2024,January,9,2024-01-09 08:50:00,08:50:00,1000,Thunderstorm Wind,GEORGIA,,BAUGHVILLE,32.661,-84.6362,Tree downed along Ellerslie hwy near Howard Rd.
2024,January,22,2024-01-22 10:15:00,10:15:00,1000,Thunderstorm Wind,CALIFORNIA,,LYNWOOD HILLS,32.66,-117.05,An eucalyptus tree was blown over and blocked all lanes on Sweetwater Road in Bonita. Wind gusts of 30-35 mph were recorded at the time.
2024,January,9,2024-01-09 09:50:00,09:50:00,1000,Thunderstorm Wind,GEORGIA,,FT VLY DUKE ARPT,32.6519,-83.7951,Tree downed blocking both lanes along Hardison Road near the intersection of hwy 42.
2024,January,9,2024-01-09 10:10:00,10:10:00,4000,Thunderstorm Wind,GEORGIA,,WRIGHTS MILL,32.62,-83.65,"Multiple trees and power lines were downed across Warner Robins including on Merlin St,  Mauk Circle, Corder Rd at Pineview Dr, and Stanton Circle at Johnson Rd."
2024,January,9,2024-01-09 10:13:00,10:13:00,11000,Thunderstorm Wind,GEORGIA,,WRIGHTS MILL,32.6069,-83.6359,Numerous trees down in Northwest Warner Robins between GA247 and North Houston Lake Boulevard and between Watson Boulevard and Dunbar Rd.
2024,January,25,2024-01-25 10:13:00,10:13:00,1000,Flood,MISSISSIPPI,,TURNETTA,32.6,-89.96,Creeks and fields were flooded.
2024,January,9,2024-01-09 11:50:00,11:50:00,1000,Thunderstorm Wind,GEORGIA,,BROWN HILL,32.5176,-83.2198,Tree downed along hwy 278 just south of Mobley White Road.
2024,February,11,2024-02-11 18:30:00,18:30:00,200000,Hail,MISSISSIPPI,,GOSHEN SPGS,32.5,-89.92,Hail up to the size of golf balls fell near Goshen Springs.
2024,February,11,2024-02-11 12:10:00,12:10:00,2000,Thunderstorm Wind,LOUISIANA,,GIRARD,32.48,-91.8,A couple of trees were snapped near Girard.
2024,January,9,2024-01-09 12:40:00,12:40:00,4000,Thunderstorm Wind,GEORGIA,,BLACKVILLE,32.47,-82.58,Several trees down along GA hwy 86 on north side of the county.
2024,February,11,2024-02-11 17:42:00,17:42:00,100000,Hail,MISSISSIPPI,,POCAHONTAS,32.47,-90.29,Hail up to the size of quarters fell in Pocahontas.
2024,February,11,2024-02-11 14:20:00,14:20:00,1000,Thunderstorm Wind,MISSISSIPPI,,MADISON,32.465,-90.08,A tree was blown down on Hoy Road.
2024,January,9,2024-01-09 10:00:00,10:00:00,6000,Thunderstorm Wind,GEORGIA,,PERRY,32.46,-83.73,"Multiple trees and power lines were downed in Perry including on Marsha Dr at Gordon St, on 3rd St near Caroll Alley and 3rd St near Parkway Dr, on Park Ave, and on Lake Joy Rd."
2024,January,9,2024-01-09 10:46:00,10:46:00,1000,Thunderstorm Wind,GEORGIA,,FIVE POINTS,32.45,-83.2868,Tree down along hwy 278 near the intersection at hwy 26 East.
2024,January,9,2024-01-09 10:45:00,10:45:00,1000,Thunderstorm Wind,GEORGIA,,FIVE POINTS,32.4457,-83.2954,Tree down across Butts Rd near the intersection at HWY 26 East.
2024,January,24,2024-01-24 09:45:00,09:45:00,1000,Flash Flood,MISSISSIPPI,,GROVETON,32.43,-89.71,Water was over MS Highway 481 for a short period of time.
2024,January,12,2024-01-12 10:25:00,10:25:00,2000,Thunderstorm Wind,MISSISSIPPI,,MARION,32.42,-88.7,A tree and power lines were blown down on MS Highway 493.
2024,January,25,2024-01-25 09:50:00,09:50:00,1000,Thunderstorm Wind,MISSISSIPPI,,JACKSON,32.37,-90.19,"A large tree branch fell onto a home, with a peak wind gust of 50 mph measured at the location."
2024,February,10,2024-02-10 23:14:00,23:14:00,2000,Thunderstorm Wind,MISSISSIPPI,,MORTON,32.354,-89.689,A few trees were blown down along Morton-Rankin County Line Road.
2024,February,11,2024-02-11 13:53:00,13:53:00,2000,Thunderstorm Wind,MISSISSIPPI,,CHAMPION HILL,32.3273,-90.5221,"A tree was blown down and blocked Raymond-Bolton Road near Houston Road, and a tree was blown down across Billy Fields Road near DJ Johnson Road."
2024,January,9,2024-01-09 09:25:00,09:25:00,1000,Thunderstorm Wind,GEORGIA,,ELMVIEW,32.3154,-84.5636,Tree downed along HWY 26 near the intersection of Firetower road.
2024,January,12,2024-01-12 08:31:00,08:31:00,1000,Thunderstorm Wind,MISSISSIPPI,,BEECHWOOD,32.31,-90.806,A tree and large tree limbs were blown down on MS Highway 27 near Vicksburg.
